MARQUES;MODELE;TYP. MINES;CNIT;CARB;CV;PUISS.;BV;Urbain;Ex.Urb;Mixte;CO2;;;;;
AUDI;A6AVANT 2.4L (170ch) MULTITRONIC;MAU9794KT475;4BABDVF1FAVJG0R92P;ES;11;125.0;V 0;14.3;7.1;9.7;233;;;;;
AUDI;A6AVANT 2.4L (170ch) MULTITRONIC;MAU9794KX479;4BABDVF1FAVJG0R96P;ES;11;125.0;V 0;14.3;7.1;9.7;233;;;;;
FIAT;STILO 5P 2.4L (170ch) SELESPEED;MFT1712VX082;192BXD1207;ES;11;125.0;M 5;13.6;7.6;9.8;233;;;;;
FIAT;STILO 5P 2.4L (170ch) SELESPEED;MFT1712VY083;192BXD1207B;ES;11;125.0;M 5;13.6;7.6;9.8;233;;;;;
LANCIA;LYBRA 2.0L;MLC1602FW271;839AXH1A16B;ES;10;110.0;M 5;13.8;7.5;9.0;233;;;;;
LEXUS;IS20;MJL1702DA042;XE1GXE10(E)GXE10L-AEFVKW(1D);ES;11;114.0;M 6;13.6;7.8;9.8;233;;;;;
MERCEDES-BENZ;C 200 K BREAK BOITE SEQUENTRONIC;MMB17C4AE591;203KR244F0AAAAA50;ES;11;120.0;M 6;13.7;7.5;9.7;233;;;;;
MERCEDES-BENZ;C 200 K COUPE SPORT;MMB17C1AR610;203CLR844F0LAAAA40;ES;11;120.0;M 6;14.3;7.1;9.7;233;;;;;
MERCEDES-BENZ;CLK200 K CABRIOLET;MMB17B5M4701;208L444F0LDAAA40;ES;11;120.0;M 6;14.2;7.1;9.7;233;;;;;
MERCEDES-BENZ;CLK230 K CABRIOLET BOITE SEQUENTRONIC;MMB18C5M2381;208L449F0AFAAA40;ES;13;145.0;M 6;14.1;7.3;9.7;233;;;;;
MERCEDES-BENZ;CLK230 K COUPE BVA;MMB38B1ME680;208L349F0TDAAA40;ES;13;145.0;A 5;14.4;7.1;9.7;233;;;;;
VOLKSWAGEN;BORA BREAK V5 TIPTRONIC;MVW37F4S0720;1JBVAQNX01AGFA59A017N41N10GG;ES;11;125.0;A 5;13.8;7.3;9.7;233;;;;;
VOLKSWAGEN;BORA V5 TIPTRONIC;MVW37G2SR035;1JSTAQNX01AGFA59A017N41N10GG;ES;11;125.0;A 5;13.8;7.3;9.7;233;;;;;
VOLKSWAGEN;GOLF CARAT V5 TIPTRONIC;MVW37F1KH812;1JSCAQNX01AGFA59A017N21N10GG;ES;11;125.0;A 5;13.8;7.3;9.7;233;;;;;
VOLKSWAGEN;GOLF CARAT V5 TIPTRONIC;MVW37F2KK813;1JSCAQNX01AGFA59A017N41N10GG;ES;11;125.0;A 5;13.8;7.3;9.7;233;;;;;
VOLKSWAGEN;GOLF CARAT V5 TIPTRONIC;MVW37F4KP946;1JSEAQNX01AGFA59A017N41N10GG;ES;11;125.0;A 5;13.8;7.3;9.7;233;;;;;
VOLKSWAGEN;PASSAT 1.8T TIPTRONIC;MVW36D2EH686;3BGSTAWTX01AGFA51V031NP0GG;ES;10;110.0;A 5;13.6;7.2;9.6;233;;;;;
VOLKSWAGEN;PASSAT 1.8T TIPTRONIC;MVW36D2EK689;3BGSTAWTX01AGFA51V031SP0GG;ES;10;110.0;A 5;13.6;7.2;9.6;233;;;;;
VOLKSWAGEN;PASSAT 2.0L BVA;MVW34D2EU701;3BGSTAZMX01AGFA41N015NO0GG;ES;9;85.0;A 4;13.4;7.6;9.7;233;;;;;
VOLKSWAGEN;PASSAT 2.0L BVA;MVW34D2EW703;3BGSTAZMX01AGFA41N015SO0GG;ES;9;85.0;A 4;13.4;7.6;9.7;233;;;;;
VOLKSWAGEN;PASSAT BREAK 1.8T TIPTRONIC;MVW36D4EJ562;3BGSEAWTX01AGFA51V031NO0GG;ES;10;110.0;A 5;13.6;7.3;9.7;233;;;;;
VOLKSWAGEN;PASSAT BREAK 1.8T TIPTRONIC;MVW36D4EL564;3BGSEAWTX01AGFA51V031SO0GG;ES;10;110.0;A 5;13.6;7.3;9.7;233;;;;;
VOLKSWAGEN;PASSAT BREAK 2.0L BVA;MVW34D4EX578;3BGSEAZMX01AGFA41N015NN0GG;ES;9;85.0;A 4;13.4;7.6;9.7;233;;;;;
VOLKSWAGEN;PASSAT BREAK 2.0L BVA;MVW34D4E0581;3BGSEAZMX01AGFA41N015SN0GG;ES;9;85.0;A 4;13.4;7.6;9.7;233;;;;;
VOLKSWAGEN;PASSAT V5 4MOTION;MVW27E2E9167;3BGSTAZXX11SGQM51A047NP0GG;ES;11;125.0;M 5;13.7;7.4;9.7;233;;;;;
VOLKSWAGEN;PASSAT V5 4MOTION;MVW27E2EC170;3BGSTAZXX11SGQM51A047SP0GG;ES;11;125.0;M 5;13.7;7.4;9.7;233;;;;;
VOLKSWAGEN;SHARAN 1.8T;MVW16E6BJ076;7MSEA8CAWCX01NSGFM62N018S;ES;10;110.0;M 6;13.3;7.6;9.7;233;;;;;
VOLKSWAGEN;SHARAN 2.0L;MVW14E6BX057;7MSEA8CATMX01NSGFM62N017S;ES;9;85.0;M 6;13.1;7.7;9.7;233;;;;;
BMW;330i TOURING;MBM2924CK161;346XAW5101;ES;15;170.0;M 5;13.5;7.6;9.8;234;;;;;
BMW;330xi TOURING;MBM2924C4630;346XEP5101;ES;15;170.0;M 5;13.5;7.6;9.8;234;;;;;
JAGUAR;X-TYPE 2.5L;MJA2802HN110;CF1EAB45BBBB;ES;13;143.5;M 5;13.6;7.3;9.6;234;;;;;
MERCEDES-BENZ;CLK230 K COUPE;MMB18B1MY677;208L349F0LEAAA40;ES;13;145.0;M 6;14.3;7.2;9.8;234;;;;;
PEUGEOT;406BREAK 3.0 V6;MPE1904AS652;8EXFXA/IF;ES;14;152.0;M 5;13.9;7.4;9.8;234;;;;;
PEUGEOT;6073.0 V6;MPE1902LR547;9DXFXB;ES;14;152.0;M 5;14.0;7.4;9.8;234;;;;;
SUBARU;LEGACY BREAK 2.5L BVA;MJB4704AQ543;BHC530;ES;11;115.0;A 4;13.4;7.8;9.9;234;;;;;
SUBARU;LEGACY BREAK 2.5L BVA;MJB4704A0711;BH9530;ES;11;115.0;A 4;13.4;7.8;9.9;234;;;;;
AUDI;A63.0L (220ch);MAU1992KA658;4BLASNF1FM52FER99P;ES;15;162.0;M 5;14.0;7.4;9.8;235;;;;;
BMW;330i TOURING BVA;MBM3924CG215;346LAW5102;ES;15;170.0;A 5;14.2;7.2;9.8;235;;;;;
BMW;330i TOURING BVA;MBM3924C8728;346LEN5102;ES;15;170.0;A 5;14.2;7.2;9.8;235;;;;;
BMW;525i TOURING;MBM1824DX125;5/DDS3101;ES;13;141.0;M 5;13.4;7.7;9.8;235;;;;;
DAEWOO;NUBIRA 4P 2.0L CDX;MDW1502DZ767;KLAJJN2482;ES;9;92.5;M 5;11.6;6.8;8.5;235;;;;;
DAEWOO;NUBIRA 4P 2.0L CDX;MDW1502DJ388;KLAJJN2422;ES;9;98.0;M 5;12.2;6.4;8.6;235;;;;;
DAEWOO;NUBIRA BREAK 2.0L CDX;MDW1504D9773;KLAJJW2682;ES;9;92.5;M 5;11.7;6.7;8.5;235;;;;;
DAEWOO;NUBIRA BREAK 2.0L CDX;MDW1504DB412;KLAJJW2622;ES;9;98.0;M 5;12.3;6.7;8.7;235;;;;;
FORD;MONDEO 4P 2.5L;MFD1772LF921;B4YLCBD15ACANE;ES;11;125.0;M 5;14.2;7.2;9.8;235;;;;;
FORD;MONDEO 4P 2.5L;MFD1772LH923;B4YLCBD15ACBNE;ES;11;125.0;M 5;14.2;7.2;9.8;235;;;;;
FORD;MONDEO 5P 2.5L;MFD1772L5947;B5YLCBD15ACANF;ES;11;125.0;M 5;14.2;7.2;9.8;235;;;;;
FORD;MONDEO 5P 2.5L;MFD1772L7949;B5YLCBD15ACBNF;ES;11;125.0;M 5;14.2;7.2;9.8;235;;;;;
HOMMELL;BERLINETTE RS;MHM1701AX001;BERLHDR;ES;11;120.0;M 6;14.5;7.2;9.9;235;;;;;
HONDA;CR-V 2.0i INNOVA BVA;MJH4604LK239;RD116;ES;10;108.0;A 4;12.7;8.4;9.9;235;;;;;
HONDA;CR-V 2.0i INNOVA BVA;MJH4602LP247;RD316;ES;10;108.0;A 4;12.7;8.4;9.9;235;;;;;
HYUNDAI;SANTA FE 2.4L 16v 4WD GLS Confort;MHY2614PG417;SMQ2HA;ES;10;106.5;M 5;13.1;7.8;9.8;235;;;;;
MERCEDES-BENZ;C 180 BREAK BVA;MMB35E4AN731;203KR23DF0TEAAA50;ES;9;95.0;A 5;13.5;7.7;9.8;235;;;;;
MERCEDES-BENZ;C 200 K BREAK BVA;MMB37C4AJ593;203KR244F0TBAAA50;ES;11;120.0;A 5;13.9;7.4;9.8;235;;;;;
MERCEDES-BENZ;C 230 K COUPE SPORT BVA;MMB38C1A1617;203CLR849F0TBAAA40;ES;13;145.0;A 5;14.1;7.3;9.8;235;;;;;
MERCEDES-BENZ;SLK230 K BVA;MMB38B5QE546;170K449F0TCAAA20;ES;13;145.0;A 5;14.5;7.1;9.8;235;;;;;
MG;MGZT 190 CD;MMG1802DB068;RJLF01F;ES;13;140.0;M 5;14.3;7.3;9.8;235;;;;;
MG;MGZT 190 CG;MMG1802DC069;RJLF01T;ES;13;140.0;M 5;14.3;7.3;9.8;235;;;;;
MG;MGZTT 190 CD;MMG1804DH070;RJTF01F;ES;13;140.0;M 5;14.3;7.3;9.8;235;;;;;
MG;MGZTT 190 CG;MMG1804DJ071;RJTF01T;ES;13;140.0;M 5;14.3;7.3;9.8;235;;;;;
MITSUBISHI;PAJERO PININ COURT 2.0GDI BVA;MJM4501GC926;H60WH221SJJ66RR14;ES;9;95.0;A 4;12.5;8.3;9.8;235;;;;;
SAAB;37385BERLINE 2.3T (230ch) BVA;MSA3902CW384;YS3EXXXXE4GA03;ES;15;169.0;A 5;15.0;6.9;9.9;235;;;;;
SUBARU;LEGACY OUTBACK 2.5L BVA;MJB4704A1712;BH9540;ES;11;115.0;A 4;13.3;7.9;9.9;235;;;;;
SUBARU;LEGACY OUTBACK 2.5L BVA;MJB4704AN540;BH9540;ES;11;115.0;A 4;13.3;7.9;9.9;235;;;;;
SUBARU;LEGACY OUTBACK 2.5L GPL BVA;BH9LRA2GC;BH9LRA2GC;ES;/GP 10;115.0;A 4;13.3;7.9;9.9;235;;;;;
VOLKSWAGEN;BORA BREAK V5 TIPTRONIC;MVW37F4S2722;1JBVAQNX01AGFA59A017O41N10GG;ES;11;125.0;A 5;13.9;7.4;9.8;235;;;;;
VOLKSWAGEN;BORA V5 TIPTRONIC;MVW37G2ST037;1JSTAQNX01AGFA59A017O41N10GG;ES;11;125.0;A 5;13.9;7.4;9.8;235;;;;;
VOLKSWAGEN;GOLF CARAT V5 TIPTRONIC;MVW37F2KN816;1JSCAQNX01AGFA59A017O41N10GG;ES;11;125.0;A 5;13.9;7.4;9.8;235;;;;;
VOLKSWAGEN;GOLF CARAT V5 TIPTRONIC;MVW37F4KQ948;1JSEAQNX01AGFA59A017O41N10GG;ES;11;125.0;A 5;13.9;7.4;9.8;235;;;;;
VOLKSWAGEN;PASSAT BREAK 1.8T TIPTRONIC;MVW36D4EK563;3BGSEAWTX01AGFA51V031NP0GG;ES;10;110.0;A 5;13.7;7.4;9.8;235;;;;;
VOLKSWAGEN;PASSAT BREAK 1.8T TIPTRONIC;MVW36D4EM565;3BGSEAWTX01AGFA51V031SP0GG;ES;10;110.0;A 5;13.7;7.4;9.8;235;;;;;
VOLKSWAGEN;PASSAT V5 4MOTION;MVW27E2EA168;3BGSTAZXX11SGQM51A047NQ0GG;ES;11;125.0;M 5;13.8;7.6;9.8;235;;;;;
VOLKSWAGEN;PASSAT V5 4MOTION;MVW27E2ED171;3BGSTAZXX11SGQM51A047SQ0GG;ES;11;125.0;M 5;13.8;7.6;9.8;235;;;;;
VOLKSWAGEN;PASSAT V5 TIPTRONIC;MVW37D2EJ722;3BGSTAZXX01AGFA51V031NO0GG;ES;11;125.0;A 5;14.9;6.9;9.8;235;;;;;
VOLKSWAGEN;PASSAT V5 TIPTRONIC;MVW37D2EK724;3BGSTAZXX01AGFA51V031SO0GG;ES;11;125.0;A 5;14.9;6.9;9.8;235;;;;;
BMW;320Ci CABRIOLET BVA;MBM3725CK442;346RBS1102;ES;11;125.0;A 5;13.5;7.7;9.8;236;;;;;
BMW;325i TOURING;MBM2824C7169;346XAW3101;ES;13;141.0;M 5;13.4;7.7;9.8;236;;;;;
BMW;325xi TOURING;MBM2824C5652;346XEP3101;ES;13;141.0;M 5;13.4;7.7;9.8;236;;;;;
CHRYSLER;GRAND VOYAGER 2.4L;MC31602EJ407;RGYN5B01;ES;10;108.0;M 5;13.6;8.1;10.1;236;;;;;
CHRYSLER;VOYAGER 2.4L;MC31602E1390;RGYN2B01;ES;10;108.0;M 5;13.6;8.1;10.1;236;;;;;
CHRYSLER;VOYAGER 2.4L;MC31602E2391;RGYN3B01;ES;10;108.0;M 5;13.6;8.1;10.1;236;;;;;
DAEWOO;REZZO CDX;MDW1404K2733;KLAUUW2152;ES;9;89.0;M 5;12.0;7.2;9.0;236;;;;;
FORD;COUGAR 2.5L (170ch);MFD1761RF857;BCVLCBB14BCCPB;ES;11;125.0;M 5;14.1;7.4;9.8;236;;;;;
OPEL;OMEGA BREAK 2.2L 16V;MPL1664KU079;V94/KOMBIBH112A02CABDC5;ES;10;106.0;M 5;14.1;7.3;9.8;236;;;;;
VOLVO;C70T5;MVV1901PQ612;NK53K2;ES;16;176.0;M 5;13.6;7.8;9.9;236;;;;;
BMW;520i BERLINE BVA;MBM3722DA534;5/DDT2101;ES;11;125.0;A 5;13.5;7.8;9.9;237;;;;;
BMW;Z32.0 ROADSTER BVA;MBM3615E2954;R/CCL3102;ES;10;110.0;A 4;13.9;7.6;9.9;237;;;;;
FIAT;MAREA WEEKEND 155;MFT1604D1973;185BXS1A30;ES;10;110.0;M 5;13.8;7.7;9.9;237;;;;;
HONDA;S 2000 2.0 (240ch);MJH1905QY261;AP112;ES;16;177.0;M 6;13.7;8.0;10.0;237;;;;;
MAZDA;MPV2.0L;MJZ1412C5344;LW19F2;ES;9;88.0;M 5;12.6;8.3;9.9;237;;;;;
MERCEDES-BENZ;C 200 K BREAK;MMB17C4AF592;203KR244F0LAAAA50;ES;11;120.0;M 6;14.3;7.4;9.9;237;;;;;
MERCEDES-BENZ;C 230 K COUPE SPORT;MMB18C1AY616;203CLR849F0LBAAA40;ES;13;145.0;M 6;14.9;7.1;9.9;237;;;;;
MERCEDES-BENZ;CLK230 K CABRIOLET;MMB18B5MH713;208L449F0LFAAA40;ES;13;145.0;M 6;14.5;7.3;9.9;237;;;;;
MERCEDES-BENZ;CLK230 K CABRIOLET BVA;MMB38B5MM716;208L449F0TDAAA40;ES;13;145.0;A 5;14.6;7.2;9.9;237;;;;;
MERCEDES-BENZ;E 200 K BERLINE BVA;MMB37C2CM283;210J044F0TCAAA50;ES;11;120.0;A 5;14.4;7.4;9.9;237;;;;;
MERCEDES-BENZ;SLK200 K;MMB17B5Q6541;170K444F0LBAAA20;ES;11;120.0;M 6;14.6;7.2;9.9;237;;;;;
MITSUBISHI;PAJERO PININ LONG 2.0GDI BVA;MJM4502GG928;H60WH221LLL77RR15;ES;9;95.0;A 4;12.6;8.4;9.9;237;;;;;
NISSAN;X-TRAIL 2.0L BVA;MJN4614NV435;T30AA02;ES;10;103.0;A 4;13.2;8.1;10.0;237;;;;;
AUDI;A62.4L (170ch);MAU1792K7420;4BLBDVF1FM52EGR92O;ES;11;125.0;M 5;14.0;7.5;9.9;238;;;;;
AUDI;A62.4L (170ch);MAU1792KB424;4BLBDVF1FM52EGR96O;ES;11;125.0;M 5;14.0;7.5;9.9;238;;;;;
BMW;320Ci COUPE BVA;MBM3611CM560;346CBM1102;ES;10;110.0;A 5;14.9;7.2;10.0;238;;;;;
FORD;MONDEO 4P 2.5L;MFD1772LG922;B4YLCBD15ACAPE;ES;11;125.0;M 5;14.3;7.3;9.9;238;;;;;
FORD;MONDEO 4P 2.5L;MFD1772LJ924;B4YLCBD15ACBPE;ES;11;125.0;M 5;14.3;7.3;9.9;238;;;;;
FORD;MONDEO 5P 2.5L;MFD1772L6948;B5YLCBD15ACAPF;ES;11;125.0;M 5;14.3;7.3;9.9;238;;;;;
FORD;MONDEO 5P 2.5L;MFD1772L8950;B5YLCBD15ACBPF;ES;11;125.0;M 5;14.3;7.3;9.9;238;;;;;
LANCIA;LYBRA SW 2.0L;MLC1604F1272;839BXH1A17B;ES;10;110.0;M 5;14.0;7.7;10.0;238;;;;;
PEUGEOT;4063.0 V6 BVA;MPE3902A7654;8BXFXB/IF;ES;14;152.0;A 4;14.3;7.5;10.0;238;;;;;
PEUGEOT;406COUPE 3.0 V6;MPE1901AN653;8CXFXA/IF;ES;14;152.0;M 5;14.4;7.4;10.0;238;;;;;
SAAB;37385BERLINE 2.3T (185ch) BVA;MSA3802C9382;YS3EXXXXE4EA08;ES;12;136.0;A 5;14.7;7.2;10.0;238;;;;;
SAAB;37385ESTATE 2.3T (230ch) BVA;MSA3902CJ396;YS3EXXXXE5GA03;ES;15;169.0;A 5;15.2;7.0;10.0;238;;;;;
VOLKSWAGEN;BORA BREAK V5 TIPTRONIC;MVW37F4S4724;1JBVAQNX01AGFA59A017P41N10GG;ES;11;125.0;A 5;14.0;7.5;9.9;238;;;;;
VOLKSWAGEN;GOLF CARAT V5 TIPTRONIC;MVW37F4KS950;1JSEAQNX01AGFA59A017P41N10GG;ES;11;125.0;A 5;14.0;7.5;9.9;238;;;;;
VOLKSWAGEN;PASSAT BREAK 2.0L BVA;MVW34D4EY579;3BGSEAZMX01AGFA41N015NO0GG;ES;9;85.0;A 4;13.6;7.7;9.9;238;;;;;
VOLKSWAGEN;PASSAT BREAK 2.0L BVA;MVW34D4EC582;3BGSEAZMX01AGFA41N015SO0GG;ES;9;85.0;A 4;13.6;7.7;9.9;238;;;;;
VOLKSWAGEN;PASSAT BREAK V5 4MOTION;MVW27D4E6610;3BGSEAZXX11SGQM51A029NP0GG;ES;11;125.0;M 5;13.8;7.7;9.9;238;;;;;
VOLKSWAGEN;PASSAT BREAK V5 4MOTION;MVW27D4E8612;3BGSEAZXX11SGQM51A029SP0GG;ES;11;125.0;M 5;13.8;7.7;9.9;238;;;;;
VOLKSWAGEN;PASSAT V5 TIPTRONIC;MVW37D2EJ723;3BGSTAZXX01AGFA51V031NP0GG;ES;11;125.0;A 5;15.0;7.1;9.9;238;;;;;
VOLKSWAGEN;PASSAT V5 TIPTRONIC;MVW37D2EL725;3BGSTAZXX01AGFA51V031SP0GG;ES;11;125.0;A 5;15.0;7.1;9.9;238;;;;;
VOLVO;S602.4LT BVA;MVV3802RG735;RS58K9;ES;13;147.0;A 5;14.6;7.4;10.0;238;;;;;
BMW;323i BERLINE BVA;MBM3712CD248;346LAM3102;ES;12;125.0;A 5;14.9;7.2;10.0;239;;;;;
BMW;325Ci CABRIOLET BVA;MBM3825C2450;346RBS3102;ES;13;141.0;A 5;13.9;7.6;9.9;239;;;;;
LEXUS;IS200 BVA;MJL3702DJ045;XE1GXE10(E)GXE10L-AEPVKW(1D);ES;11;114.0;A 4;14.1;7.8;10.0;239;;;;;
AUDI;A6AVANT 2.4L (170ch);MAU1794KG461;4BABDVF1FM52EGR92P;ES;12;125.0;M 5;14.1;7.6;10.0;240;;;;;
AUDI;A6AVANT 2.4L (170ch);MAU1794KM467;4BABDVF1FM52EGR96P;ES;12;125.0;M 5;14.1;7.6;10.0;240;;;;;
AUDI;A82.8L (193ch);MAU1872BL047;D2LAMXF1FM52ECR07P;ES;13;142.0;M 5;14.4;7.5;10.0;240;;;;;
CHRYSLER;SEBRING 2.0L;MC33602JF368;JRLB6Y1;ES;10;104.0;A 4;13.8;8.0;10.2;240;;;;;
DAEWOO;LEGANZA CDX;MDW1502EH748;KLAVVN1131;ES;9;93.0;M 5;12.9;7.0;9.2;240;;;;;
FORD;COUGAR 2.5L (170ch);MFD1761RE856;BCVLCBB14BCBPB;ES;12;125.0;M 5;14.1;7.6;10.0;240;;;;;
FORD;MONDEO BREAK 2.5L;MFD1774LL887;BWYLCBD15ACAPL;ES;12;125.0;M 5;14.4;7.4;10.0;240;;;;;
FORD;MONDEO BREAK 2.5L;MFD1774LM888;BWYLCBD15ACBPL;ES;12;125.0;M 5;14.4;7.4;10.0;240;;;;;
RENAULT;LAGUNA V6 24v BVA;MRE3902C1872;BG0D0B;ES;14;152.0;A 5;14.9;7.3;10.1;240;;;;;
SAAB;373245P 2.0T (185ch) BVA;MSA3802D6306;YS3DXXXX5HA03;ES;12;136.0;A 4;14.6;7.4;10.1;240;;;;;
SAAB;373245P 2.0T (205ch) BVA;MSA3902DT308;YS3DXXXX5KA03;ES;14;151.0;A 4;14.8;7.1;10.0;240;;;;;
SAAB;37324CABRIOLET 2.0T (185ch) BVA;MSA3805DJ312;YS3DXXXX7HA03;ES;12;136.0;A 4;14.6;7.4;10.1;240;;;;;
SAAB;37324CABRIOLET 2.0T (205ch) BVA;MSA3905D5314;YS3DXXXX7KA03;ES;14;151.0;A 4;14.8;7.1;10.0;240;;;;;
SAAB;37324COUPE 2.0T (185ch) BVA;MSA3801DY300;YS3DXXXX3HA03;ES;12;136.0;A 4;14.6;7.4;10.1;240;;;;;
SAAB;37324COUPE 2.0T (205ch) BVA;MSA3901DL302;YS3DXXXX3KA03;ES;14;151.0;A 4;14.8;7.1;10.0;240;;;;;
SAAB;37385ESTATE 2.3T (250ch) BVA;MSA3902CL398;YS3EXXXXE5G/TKA01;ES;17;184.0;A 5;15.3;7.1;10.1;240;;;;;
VOLKSWAGEN;BORA BREAK V5 4MOTION;MVW27C4S8599;1JBVAQNX11SGQM62M005O41N10GG;ES;12;125.0;M 6;14.1;7.6;10.0;240;;;;;
VOLKSWAGEN;BORA BREAK V5 4MOTION;MVW27C4SC603;1JBVAQNX11SGQM62Y002O41N10GG;ES;12;125.0;M 6;14.1;7.6;10.0;240;;;;;
VOLKSWAGEN;BORA V5 4MOTION;MVW27D2SP292;1JSTAQNX11SGQM62M005O41N10GG;ES;12;125.0;M 6;14.1;7.6;10.0;240;;;;;
VOLKSWAGEN;BORA V5 4MOTION;MVW27D2ST296;1JSTAQNX11SGQM62Y002O41N10GG;ES;12;125.0;M 6;14.1;7.6;10.0;240;;;;;
VOLKSWAGEN;GOLF CARAT V5 4MOTION;MVW27C1KR790;1JSCAQNX11SGQM62M005O21N10GG;ES;12;125.0;M 6;14.1;7.6;10.0;240;;;;;
VOLKSWAGEN;GOLF CARAT V5 4MOTION;MVW27C2KV792;1JSCAQNX11SGQM62M005O41N10GG;ES;12;125.0;M 6;14.1;7.6;10.0;240;;;;;
VOLKSWAGEN;GOLF CARAT V5 4MOTION;MVW27C1KZ798;1JSCAQNX11SGQM62Y002O21N10GG;ES;12;125.0;M 6;14.1;7.6;10.0;240;;;;;
VOLKSWAGEN;GOLF CARAT V5 4MOTION;MVW27C2K3800;1JSCAQNX11SGQM62Y002O41N10GG;ES;12;125.0;M 6;14.1;7.6;10.0;240;;;;;
VOLKSWAGEN;GOLF CARAT V5 4MOTION;MVW27D4K9122;1JSEAQNX11SGQM62M005O41N10GG;ES;12;125.0;M 6;14.1;7.6;10.0;240;;;;;
VOLKSWAGEN;GOLF CARAT V5 4MOTION;MVW27D4KD126;1JSEAQNX11SGQM62Y002O41N10GG;ES;12;125.0;M 6;14.1;7.6;10.0;240;;;;;
VOLKSWAGEN;PASSAT BREAK 2.0L BVA;MVW34D4EZ580;3BGSEAZMX01AGFA41N015NP0GG;ES;9;85.0;A 4;13.8;7.8;10.0;240;;;;;
VOLKSWAGEN;PASSAT BREAK 2.0L BVA;MVW34D4ED583;3BGSEAZMX01AGFA41N015SP0GG;ES;9;85.0;A 4;13.8;7.8;10.0;240;;;;;
VOLKSWAGEN;PASSAT BREAK V5 TIPTRONIC;MVW37D4EX600;3BGSEAZXX01AGFA51V031NO0GG;ES;12;125.0;A 5;15.0;7.0;10.0;240;;;;;
VOLKSWAGEN;PASSAT BREAK V5 TIPTRONIC;MVW37D4E0603;3BGSEAZXX01AGFA51V031SO0GG;ES;12;125.0;A 5;15.0;7.0;10.0;240;;;;;
VOLVO;S60T5 BVA;MVV3902RZ733;RS53K9;ES;17;184.0;A 5;14.5;7.5;10.2;240;;;;;
VOLVO;S802.4L (140ch) GPL BVA;MVV9602Q5763;KU33P9;ES;/GP  9;103.0;A 5;14.2;7.6;10.0;240;;;;;
CITROEN;C5V6 BVA;MCT3902MK533;DCXFXF/IF;ES;14;152.0;A 4;14.5;7.6;10.2;241;;;;;
MERCEDES-BENZ;SLK230 K;MMB18B5QB545;170K449F0LCAAA20;ES;13;145.0;M 6;14.8;7.3;10.1;241;;;;;
OPEL;VIVARO COMBI 2.0L 16V;MPL1463Q9911;X83CA117A16AD016AA9;ES;9;87.5;M 6;12.8;8.5;10.1;241;;;;;
OPEL;VIVARO COMBI 2.0L 16V;MPL1463QA912;X83CA119A17AE026AB9;ES;9;87.5;M 6;12.8;8.5;10.1;241;;;;;
BMW;520i TOURING BVA;MBM3724D5101;5/DDS2101;ES;12;125.0;A 5;13.7;7.9;10.1;242;;;;;
BMW;Z33.0i COUPE BVA;MBM3921E1301;R/CCK7102;ES;16;170.0;A 5;14.3;7.6;10.1;242;;;;;
BMW;Z33.0i ROADSTER BVA;MBM3915EJ965;R/CCN5102;ES;16;170.0;A 5;14.3;7.6;10.1;242;;;;;
CHEVROLET;ALERO V6 3.4L BVA;MG13702FU080;NCARABAAABBBAABAA;ES;12;130.0;A 4;14.2;7.9;10.2;242;;;;;
FORD;GALAXY 2.0L;MFD1496A3128;WGRZVSA17AP;ES;9;85.0;M 5;13.8;7.9;10.1;242;;;;;
FORD;GALAXY 2.0L;MFD1496A4129;WGRZVSA17AQ;ES;9;85.0;M 5;13.8;7.9;10.1;242;;;;;
FORD;GALAXY 2.0L;MFD1496A5130;WGRZVSA17AR;ES;9;85.0;M 5;13.8;7.9;10.1;242;;;;;
FORD;GALAXY 2.0L;MFD1496A6131;WGRZVSA17AS;ES;9;85.0;M 5;13.8;7.9;10.1;242;;;;;
FORD;GALAXY 2.3L;MFD1696AR132;WGRE5SA17AP;ES;10;107.0;M 5;14.0;7.8;10.1;242;;;;;
FORD;GALAXY 2.3L;MFD1696AS133;WGRE5SA17AQ;ES;10;107.0;M 5;14.0;7.8;10.1;242;;;;;
FORD;GALAXY 2.3L;MFD1696AT134;WGRE5SA17AR;ES;10;107.0;M 5;14.0;7.8;10.1;242;;;;;
FORD;GALAXY 2.3L;MFD1696AU135;WGRE5SA17AS;ES;10;107.0;M 5;14.0;7.8;10.1;242;;;;;
FORD;MONDEO 4P 2.5L;MFD1782LP869;B4YLCBD15ACCNE;ES;12;125.0;M 5;14.5;7.5;10.1;242;;;;;
FORD;MONDEO 4P 2.5L;MFD1772LJ925;B4YLCBD15ADANE;ES;12;125.0;M 5;14.5;7.5;10.1;242;;;;;
FORD;MONDEO 4P 2.5L;MFD1772LL927;B4YLCBD15ADBNE;ES;12;125.0;M 5;14.5;7.5;10.1;242;;;;;
FORD;MONDEO 5P 2.5L;MFD1782L2846;B5YLCBD15ACCNF;ES;12;125.0;M 5;14.5;7.5;10.1;242;;;;;
FORD;MONDEO 5P 2.5L;MFD1772L9951;B5YLCBD15ADANF;ES;12;125.0;M 5;14.5;7.5;10.1;242;;;;;
FORD;MONDEO 5P 2.5L;MFD1772LB953;B5YLCBD15ADBNF;ES;12;125.0;M 5;14.5;7.5;10.1;242;;;;;
MERCEDES-BENZ;E 200 K BREAK BVA;MMB37B4C7617;210KJ244F0TCAAAA0;ES;11;120.0;A 5;14.5;7.6;10.1;242;;;;;
